frame_idx,timestamp,gesture
760,00:25:465,0
761,00:25:498,0
762,00:25:532,0
763,00:25:565,0
764,00:25:599,0
765,00:25:632,0
766,00:25:666,0
767,00:25:700,0
768,00:25:733,0
769,00:25:767,0
770,00:25:800,0
771,00:25:834,0
772,00:25:867,0
773,00:25:901,0
774,00:25:934,0
775,00:25:968,0
776,00:26:001,0
777,00:26:035,0
778,00:26:068,0
779,00:26:102,0
780,00:26:135,0
781,00:26:169,0
782,00:26:202,0
783,00:26:236,0
784,00:26:269,0
785,00:26:303,0
786,00:26:336,0
787,00:26:370,0
788,00:26:403,0
789,00:26:437,0
790,00:26:470,0
791,00:26:504,0
792,00:26:537,0
793,00:26:571,0
794,00:26:604,0
795,00:26:638,0
796,00:26:671,0
797,00:26:705,0
798,00:26:738,0
799,00:26:772,0
800,00:26:805,0
801,00:26:839,0
802,00:26:872,0
803,00:26:906,0
804,00:26:939,0
805,00:26:973,0
806,00:27:006,0
807,00:27:040,0
808,00:27:073,0
809,00:27:107,0
810,00:27:140,0
811,00:27:174,0
812,00:27:207,0
813,00:27:241,0
814,00:27:274,0
815,00:27:308,0
816,00:27:341,0
817,00:27:375,0
818,00:27:408,0
819,00:27:442,0
820,00:27:475,0
821,00:27:509,0
822,00:27:542,0
823,00:27:576,0
824,00:27:609,0
825,00:27:643,0
826,00:27:676,0
827,00:27:710,0
828,00:27:743,0
829,00:27:777,0
830,00:27:810,0
831,00:27:844,0
832,00:27:877,0
833,00:27:911,0
834,00:27:944,0
835,00:27:978,0
836,00:28:011,0
837,00:28:045,0
838,00:28:079,0
839,00:28:112,0
840,00:28:146,0
841,00:28:179,0
842,00:28:213,0
843,00:28:246,0
844,00:28:280,0
845,00:28:313,0
846,00:28:347,0
847,00:28:380,0
848,00:28:414,0
849,00:28:447,0
850,00:28:481,0
851,00:28:514,0
852,00:28:548,0
853,00:28:581,0
854,00:28:615,0
855,00:28:648,0
856,00:28:682,0
857,00:28:715,0
858,00:28:749,0
859,00:28:782,0
860,00:28:816,0
861,00:28:849,0
862,00:28:883,0
863,00:28:916,0
864,00:28:950,0
865,00:28:983,0
866,00:29:017,0
867,00:29:050,0
868,00:29:084,0
869,00:29:117,0
870,00:29:151,0
871,00:29:184,0
872,00:29:218,0
873,00:29:251,0
874,00:29:285,0
875,00:29:318,0
876,00:29:352,0
877,00:29:385,0
878,00:29:419,0
879,00:29:452,0
880,00:29:486,0
881,00:29:519,0
882,00:29:553,0
883,00:29:586,0
884,00:29:620,0
885,00:29:653,0
886,00:29:687,0
887,00:29:720,0
888,00:29:754,0
889,00:29:787,0
890,00:29:821,0
891,00:29:854,0
892,00:29:888,0
893,00:29:921,0
894,00:29:955,0
895,00:29:988,0
896,00:30:022,0
897,00:30:055,0
898,00:30:089,0
899,00:30:122,0
900,00:30:156,0
901,00:30:189,0
902,00:30:223,0
903,00:30:256,0
904,00:30:290,0
905,00:30:323,0
906,00:30:357,0
907,00:30:391,0
908,00:30:424,0
909,00:30:458,0
910,00:30:491,0
911,00:30:525,0
912,00:30:558,0
913,00:30:592,0
914,00:30:625,0
915,00:30:659,0
916,00:30:692,0
917,00:30:726,0
918,00:30:759,0
919,00:30:793,0
920,00:30:826,0
921,00:30:860,0
922,00:30:893,0
923,00:30:927,0
924,00:30:960,0
925,00:30:994,0
926,00:31:027,0
927,00:31:061,0
928,00:31:094,0
929,00:31:128,0
930,00:31:161,0
931,00:31:195,0
932,00:31:228,0
933,00:31:262,0
934,00:31:295,0
935,00:31:329,0
936,00:31:362,0
937,00:31:396,0
938,00:31:429,0
939,00:31:463,0
940,00:31:496,0
941,00:31:530,0
942,00:31:563,0
943,00:31:597,0
944,00:31:630,0
945,00:31:664,0
946,00:31:697,0
947,00:31:731,0
948,00:31:764,0
949,00:31:798,0
950,00:31:831,0
951,00:31:865,0
952,00:31:898,0
953,00:31:932,0
954,00:31:965,0
955,00:31:999,0
956,00:32:032,0
957,00:32:066,0
958,00:32:099,0
959,00:32:133,0
960,00:32:166,0
961,00:32:200,0
962,00:32:233,0
963,00:32:267,0
964,00:32:300,0
965,00:32:334,0
966,00:32:367,0
967,00:32:401,0
968,00:32:434,0
969,00:32:468,0
970,00:32:501,0
971,00:32:535,0
972,00:32:568,0
973,00:32:602,0
974,00:32:635,0
975,00:32:669,0
976,00:32:702,0
977,00:32:736,0
978,00:32:770,0
979,00:32:803,0
980,00:32:837,0
981,00:32:870,0
982,00:32:904,0
983,00:32:937,0
984,00:32:971,0
985,00:33:004,0
986,00:33:038,0
987,00:33:071,0
988,00:33:105,0
989,00:33:138,0
990,00:33:172,0
991,00:33:205,0
992,00:33:239,0
993,00:33:272,0
994,00:33:306,0
995,00:33:339,0
996,00:33:373,0
997,00:33:406,0
998,00:33:440,0
999,00:33:473,0
1000,00:33:507,0
1001,00:33:540,0
1002,00:33:574,0
1003,00:33:607,0
1004,00:33:641,0
1005,00:33:674,0
1006,00:33:708,0
1007,00:33:741,0
1008,00:33:775,0
1009,00:33:808,0
1010,00:33:842,0
1011,00:33:875,0
1012,00:33:909,0
1013,00:33:942,0
1014,00:33:976,0
1015,00:34:009,0
1016,00:34:043,0
1017,00:34:076,0
1018,00:34:110,0
1019,00:34:143,0
1020,00:34:177,0
1021,00:34:210,0
1022,00:34:244,0
1023,00:34:277,0
1024,00:34:311,0
1025,00:34:344,0
1026,00:34:378,0
1027,00:34:411,0
1028,00:34:445,0
1029,00:34:478,0
1030,00:34:512,0
1031,00:34:545,0
1032,00:34:579,0
1033,00:34:612,0
1034,00:34:646,0
1035,00:34:679,0
1036,00:34:713,0
1037,00:34:746,0
1038,00:34:780,0
1039,00:34:813,0
1040,00:34:847,0
1041,00:34:880,0
1042,00:34:914,0
1043,00:34:947,0
1044,00:34:981,0
1045,00:35:014,0
1046,00:35:048,0
1047,00:35:082,0
1048,00:35:115,0
1049,00:35:149,0
1050,00:35:182,0
1051,00:35:216,0
1052,00:35:249,0
1053,00:35:283,0
1054,00:35:316,0
1055,00:35:350,0
1056,00:35:383,0
1057,00:35:417,0
1058,00:35:450,0
1059,00:35:484,0
1060,00:35:517,0
1061,00:35:551,0
1062,00:35:584,0
1063,00:35:618,0
1064,00:35:651,0
1065,00:35:685,0
1066,00:35:718,0
1067,00:35:752,0
1068,00:35:785,0
1069,00:35:819,0
1070,00:35:852,0
1071,00:35:886,0
1072,00:35:919,0
1073,00:35:953,0
1074,00:35:986,0
1075,00:36:020,0
1076,00:36:053,0
1077,00:36:087,0
1078,00:36:120,0
1079,00:36:154,0
1080,00:36:187,0
1081,00:36:221,0
1082,00:36:254,0
1083,00:36:288,0
1084,00:36:321,0
1085,00:36:355,0
1086,00:36:388,0
1087,00:36:422,0
1088,00:36:455,0
1089,00:36:489,0
1090,00:36:522,0
1091,00:36:556,0
1092,00:36:589,0
1093,00:36:623,0
1094,00:36:656,0
1095,00:36:690,0
1096,00:36:723,0
1097,00:36:757,0
1098,00:36:790,0
1099,00:36:824,0
1100,00:36:857,0
1101,00:36:891,0
1102,00:36:924,0
1103,00:36:958,0
1104,00:36:991,0
1105,00:37:025,0
1106,00:37:058,0
1107,00:37:092,0
1108,00:37:125,0
1109,00:37:159,0
1110,00:37:192,0
1111,00:37:226,0
1112,00:37:259,0
1113,00:37:293,0
1114,00:37:326,0
1115,00:37:360,0
1116,00:37:394,0
1117,00:37:427,0
1118,00:37:461,0
1119,00:37:494,0
1120,00:37:528,0
1121,00:37:561,0
1122,00:37:595,0
1123,00:37:628,0
1124,00:37:662,0
1125,00:37:695,0
1126,00:37:729,0
1127,00:37:762,0
1128,00:37:796,0
1129,00:37:829,0
1130,00:37:863,0
1131,00:37:896,0
1132,00:37:930,0
1133,00:37:963,0
1134,00:37:997,0
1135,00:38:030,0
1136,00:38:064,0
1137,00:38:097,0
1138,00:38:131,0
1139,00:38:164,0
1140,00:38:198,0
1141,00:38:231,0
1142,00:38:265,0
1143,00:38:298,0
1144,00:38:332,0
1145,00:38:365,0
1146,00:38:399,0
1147,00:38:432,0
